point_id,cluster_id,year,dyield_obs,dyield_sim,error,abs_error,r2,bias
4100608,0.0,2015,2.053933333333436,0.0,-2.053933333333436,2.053933333333436,-64.16833187775502,-2.333420473488586
4100608,0.0,2016,2.446005828779697,0.0,-2.446005828779697,2.446005828779697,-64.16833187775502,-2.333420473488586
4100608,0.0,2017,2.7536044292238286,0.0,-2.7536044292238286,2.7536044292238286,-64.16833187775502,-2.333420473488586
4100608,0.0,2018,2.1307069406393393,0.0,-2.1307069406393393,2.1307069406393393,-64.16833187775502,-2.333420473488586
4100608,0.0,2019,2.1359300000000565,0.0,-2.1359300000000565,2.1359300000000565,-64.16833187775502,-2.333420473488586
4100608,0.0,2020,2.7025992714025935,0.0,-2.7025992714025935,2.7025992714025935,-64.16833187775502,-2.333420473488586
4100608,0.0,2021,2.0234720091324525,0.0,-2.0234720091324525,2.0234720091324525,-64.16833187775502,-2.333420473488586
4100608,0.0,2022,2.3944238356164576,0.0,-2.3944238356164576,2.3944238356164576,-64.16833187775502,-2.333420473488586
4100608,0.0,2023,2.7105290867579965,0.0,-2.7105290867579965,2.7105290867579965,-64.16833187775502,-2.333420473488586
4100608,0.0,2024,1.9830000000000003,0.0,-1.9830000000000003,1.9830000000000003,-64.16833187775502,-2.333420473488586
