point_id,cluster_id,year,dyield_obs,dyield_sim,error,abs_error,r2,bias
4100905,0.0,2015,2.0141333333334694,0.0,-2.0141333333334694,2.0141333333334694,-53.77390208768578,-2.1719379271902306
4100905,0.0,2016,2.181660473588478,0.0,-2.181660473588478,2.181660473588478,-53.77390208768578,-2.1719379271902306
4100905,0.0,2017,2.3943664840183834,0.0,-2.3943664840183834,2.3943664840183834,-53.77390208768578,-2.1719379271902306
4100905,0.0,2018,2.420049132420193,0.0,-2.420049132420193,2.420049132420193,-53.77390208768578,-2.1719379271902306
4100905,0.0,2019,2.081353698630221,0.0,-2.081353698630221,2.081353698630221,-53.77390208768578,-2.1719379271902306
4100905,0.0,2020,2.1462386156649127,0.0,-2.1462386156649127,2.1462386156649127,-53.77390208768578,-2.1719379271902306
4100905,0.0,2021,1.5792450228311001,0.0,-1.5792450228311001,1.5792450228311001,-53.77390208768578,-2.1719379271902306
4100905,0.0,2022,1.890231780821936,0.0,-1.890231780821936,1.890231780821936,-53.77390208768578,-2.1719379271902306
4100905,0.0,2023,2.7041007305936087,0.0,-2.7041007305936087,2.7041007305936087,-53.77390208768578,-2.1719379271902306
4100905,0.0,2024,2.3079999999999994,0.0,-2.3079999999999994,2.3079999999999994,-53.77390208768578,-2.1719379271902306
