point_id,cluster_id,year,dyield_obs,dyield_sim,error,abs_error,r2,bias
4100103,0.0,2015,3.3937333333333095,0.0,-3.3937333333333095,3.3937333333333095,-516.6342421047955,-3.5642797291214343
4100103,0.0,2016,3.7158757741347674,0.0,-3.7158757741347674,3.7158757741347674,-516.6342421047955,-3.5642797291214343
4100103,0.0,2017,3.5711307305935844,0.0,-3.5711307305935844,3.5711307305935844,-516.6342421047955,-3.5642797291214343
4100103,0.0,2018,3.498818173515971,0.0,-3.498818173515971,3.498818173515971,-516.6342421047955,-3.5642797291214343
4100103,0.0,2019,3.8361494520547974,0.0,-3.8361494520547974,3.8361494520547974,-516.6342421047955,-3.5642797291214343
4100103,0.0,2020,3.371446265938072,0.0,-3.371446265938072,3.371446265938072,-516.6342421047955,-3.5642797291214343
4100103,0.0,2021,3.3276147488584495,0.0,-3.3276147488584495,3.3276147488584495,-516.6342421047955,-3.5642797291214343
4100103,0.0,2022,3.6887460273972614,0.0,-3.6887460273972614,3.6887460273972614,-516.6342421047955,-3.5642797291214343
4100103,0.0,2023,3.6392827853881293,0.0,-3.6392827853881293,3.6392827853881293,-516.6342421047955,-3.5642797291214343
4100103,0.0,2024,3.6000000000000014,0.0,-3.6000000000000014,3.6000000000000014,-516.6342421047955,-3.5642797291214343
