parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,204817.70794873592,1754011.4575574815,193236.30774234037,4117222,3.0,-24.4500547505,-53.95264698132468
AMAXTB014,443645.7332095358,1949192.9928989059,365928.6064897466,4117222,3.0,-24.4500547505,-53.95264698132468
AMAXTB082,1337811.9715742539,2261475.09925033,1337811.9715742539,4117222,3.0,-24.4500547505,-53.95264698132468
AMAXTB200,1857746.6207935351,3122718.601829512,1857746.6207935351,4117222,3.0,-24.4500547505,-53.95264698132468
TMPFTB000,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
TMPFTB008,1439.3791111649946,4249.552647606616,747.5942169618392,4117222,3.0,-24.4500547505,-53.95264698132468
TMPFTB020,1312326.3709852486,2192566.002174326,1312326.3709852486,4117222,3.0,-24.4500547505,-53.95264698132468
TMPFTB035,1545513.4412609718,2922597.918069248,1545513.4412609718,4117222,3.0,-24.4500547505,-53.95264698132468
TMPFTB045,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
EFFTB000,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
EFFTB040,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB000,690385.0484652821,1764601.1364416264,600215.9588554546,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB021,77445.87837925326,174559.7515046502,50543.905923386345,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB029,135998.60029272214,383776.2435327909,106966.58468347318,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB064,235912.5153428843,879491.6011662446,205564.29060969636,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB100,1380459.9608538223,2752813.5375501956,1380459.9608538223,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB200,362562.4651838136,1239297.470058457,362562.4651838136,4117222,3.0,-24.4500547505,-53.95264698132468
RFSETB000,138373.62266615362,264138.99004603905,-138373.62266615362,4117222,3.0,-24.4500547505,-53.95264698132468
RFSETB200,463146.0278037036,902686.927791668,-463146.0278037036,4117222,3.0,-24.4500547505,-53.95264698132468
CFET,13167.673724840717,64491.72124107815,-2854.51706937287,4117222,3.0,-24.4500547505,-53.95264698132468
CVL,168479.1265284164,375291.8677442183,168479.1265284164,4117222,3.0,-24.4500547505,-53.95264698132468
CVO,909422.8173648051,1675723.0557121828,909422.8173648051,4117222,3.0,-24.4500547505,-53.95264698132468
CVR,8868.24515974072,22179.243499334083,4358.506509659315,4117222,3.0,-24.4500547505,-53.95264698132468
CVS,66429.10974398378,129393.27161124517,66429.08490595977,4117222,3.0,-24.4500547505,-53.95264698132468
DEPNR,34839.71666983172,123512.72415310146,31206.565553931985,4117222,3.0,-24.4500547505,-53.95264698132468
DLC,397320.7112077567,1757898.0048666375,-15271.95364892967,4117222,3.0,-24.4500547505,-53.95264698132468
DLO,30715.856366712633,153325.7188854248,-1105.5953906159586,4117222,3.0,-24.4500547505,-53.95264698132468
DVSEND,3828387.675286927,5004392.777649581,3828387.675286927,4117222,3.0,-24.4500547505,-53.95264698132468
DVSI,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
IAIRDU,170463.81540361914,722213.9326083538,170463.81540361914,4117222,3.0,-24.4500547505,-53.95264698132468
IDSL,709375.8938147493,2859880.2422769805,-632764.8226867429,4117222,3.0,-24.4500547505,-53.95264698132468
IOX,73001.11710181528,429686.7952530617,-73001.11710181528,4117222,3.0,-24.4500547505,-53.95264698132468
PERDL,18210.50178861847,86569.96247106999,-18210.50178861847,4117222,3.0,-24.4500547505,-53.95264698132468
Q10,25349.01591823942,69439.854317336,-24058.759119294995,4117222,3.0,-24.4500547505,-53.95264698132468
RDMCR,146362.81264329934,692925.0084208405,146033.39251748816,4117222,3.0,-24.4500547505,-53.95264698132468
RDI,31315.177269458818,130391.41808771636,23504.095296586864,4117222,3.0,-24.4500547505,-53.95264698132468
RGRLAI,2561.937170938538,14960.118000421735,159.66038415704475,4117222,3.0,-24.4500547505,-53.95264698132468
RML,339594.56257965235,531377.9399002772,-339594.56257965235,4117222,3.0,-24.4500547505,-53.95264698132468
RMO,367779.36113956175,962544.546155316,-367779.36113956175,4117222,3.0,-24.4500547505,-53.95264698132468
RMR,116269.12927299504,206011.85271952517,-116269.12927299504,4117222,3.0,-24.4500547505,-53.95264698132468
RMS,232998.8779471431,469109.71820877655,-232998.8779471431,4117222,3.0,-24.4500547505,-53.95264698132468
RRI,103962.6484558584,432684.5300868585,103558.41478705526,4117222,3.0,-24.4500547505,-53.95264698132468
SLATB,0.0,0.0,0.0,4117222,3.0,-24.4500547505,-53.95264698132468
SPAN,1008533.9016164249,2305085.446792956,1007701.0915364173,4117222,3.0,-24.4500547505,-53.95264698132468
TBASE,291585.8932584913,657299.5516837721,265455.0460532924,4117222,3.0,-24.4500547505,-53.95264698132468
TBASEM,57106.81990486479,132859.84197510936,9935.167822096404,4117222,3.0,-24.4500547505,-53.95264698132468
TDWI,962546.2220953383,2315577.917954498,889071.3606601395,4117222,3.0,-24.4500547505,-53.95264698132468
TEFFMX,57858.03724763073,182657.23289427228,25317.71504177048,4117222,3.0,-24.4500547505,-53.95264698132468
TSUM1,980104.5542710008,2226636.3373487294,578352.1517136231,4117222,3.0,-24.4500547505,-53.95264698132468
TSUM2,790655.4117437841,1418588.297820574,764180.2160216861,4117222,3.0,-24.4500547505,-53.95264698132468
TSUMEM,44445.83146882414,113237.1469499256,-3477.3737197151477,4117222,3.0,-24.4500547505,-53.95264698132468
