parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,34003.03497042394,88564.077797789,21867.285200745053,4103008,0.0,-24.26421555045,-52.73206054346257
AMAXTB014,278155.89606544795,845914.9244999675,195793.1715855116,4103008,0.0,-24.26421555045,-52.73206054346257
AMAXTB082,1404178.3340937058,2302486.120672694,1404178.3340937058,4103008,0.0,-24.26421555045,-52.73206054346257
AMAXTB200,1891632.0261746391,3041252.855373261,1891632.0261746391,4103008,0.0,-24.26421555045,-52.73206054346257
TMPFTB000,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
TMPFTB008,1110.24550070945,3143.117036049992,527.3701711731469,4103008,0.0,-24.26421555045,-52.73206054346257
TMPFTB020,1521137.9225554965,2541065.1231777705,1521137.9225554965,4103008,0.0,-24.26421555045,-52.73206054346257
TMPFTB035,1386312.472619446,2699778.6553024836,1386312.472619446,4103008,0.0,-24.26421555045,-52.73206054346257
TMPFTB045,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
EFFTB000,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
EFFTB040,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB000,671285.2219135284,1795487.4422450645,564231.9740429588,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB021,79198.61475293012,174751.97637525722,47437.022912949884,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB029,136633.96836781755,368853.80585869035,105621.0168602923,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB064,241890.48359347798,845601.2665890098,212418.221474279,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB100,1406868.1981283238,2783263.9262603945,1406868.1981283238,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB200,369320.28092030116,1236185.4303002872,369320.28092030116,4103008,0.0,-24.26421555045,-52.73206054346257
RFSETB000,167312.24131443127,416543.1793984927,-167312.24131443127,4103008,0.0,-24.26421555045,-52.73206054346257
RFSETB200,466516.3093181634,885379.5105640161,-466516.3093181634,4103008,0.0,-24.26421555045,-52.73206054346257
CFET,10281.725897214727,47034.75978029909,-4497.898906127575,4103008,0.0,-24.26421555045,-52.73206054346257
CVL,160082.13279199085,338813.1627233707,159587.60408231473,4103008,0.0,-24.26421555045,-52.73206054346257
CVO,905617.5298780601,1678848.671044928,905617.5298780601,4103008,0.0,-24.26421555045,-52.73206054346257
CVR,10048.204470586308,24305.52219199669,6208.741976802216,4103008,0.0,-24.26421555045,-52.73206054346257
CVS,73589.67296140346,177204.30803803785,73589.67296140346,4103008,0.0,-24.26421555045,-52.73206054346257
DEPNR,16619.705171877707,70874.24153318025,16619.705171877707,4103008,0.0,-24.26421555045,-52.73206054346257
DLC,616719.5714675096,2883384.3676801724,-417918.42626483436,4103008,0.0,-24.26421555045,-52.73206054346257
DLO,22755.82083800812,108527.13601316638,905.0974643474372,4103008,0.0,-24.26421555045,-52.73206054346257
DVSEND,3945755.4104945827,5052461.676267071,3945755.4104945827,4103008,0.0,-24.26421555045,-52.73206054346257
DVSI,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
IAIRDU,42733.31016785116,192979.27536087536,35613.100591348746,4103008,0.0,-24.26421555045,-52.73206054346257
IDSL,812194.8762927171,3055895.0959014413,-771375.4175512154,4103008,0.0,-24.26421555045,-52.73206054346257
IOX,47795.63944058902,256375.5385626106,-44319.77578677672,4103008,0.0,-24.26421555045,-52.73206054346257
PERDL,10716.075098958696,43154.821669531164,-8104.316234735318,4103008,0.0,-24.26421555045,-52.73206054346257
Q10,9563.407864902723,24916.441396207098,-3194.3782702697504,4103008,0.0,-24.26421555045,-52.73206054346257
RDMCR,52184.06079993637,270836.96114723297,47797.392752921995,4103008,0.0,-24.26421555045,-52.73206054346257
RDI,47917.7193090107,214343.93796286726,46704.77342640037,4103008,0.0,-24.26421555045,-52.73206054346257
RGRLAI,5499.824634348808,27998.62828863133,1211.5432925242028,4103008,0.0,-24.26421555045,-52.73206054346257
RML,360875.4949530799,537706.0984371777,-360875.4949530799,4103008,0.0,-24.26421555045,-52.73206054346257
RMO,407017.3881299991,1023157.7451099922,-407017.3881299991,4103008,0.0,-24.26421555045,-52.73206054346257
RMR,122985.1219548482,219274.23031034865,-122985.1219548482,4103008,0.0,-24.26421555045,-52.73206054346257
RMS,239507.65961710364,480199.9419909261,-239507.65961710364,4103008,0.0,-24.26421555045,-52.73206054346257
RRI,95239.38950150182,376931.4166177077,94621.26606527378,4103008,0.0,-24.26421555045,-52.73206054346257
SLATB,0.0,0.0,0.0,4103008,0.0,-24.26421555045,-52.73206054346257
SPAN,1129854.5710030717,2445725.1824080274,1129127.5240411572,4103008,0.0,-24.26421555045,-52.73206054346257
TBASE,354687.12351111666,810541.2583389676,329293.24676487054,4103008,0.0,-24.26421555045,-52.73206054346257
TBASEM,46098.0301650716,98123.65302910602,-13779.052446158265,4103008,0.0,-24.26421555045,-52.73206054346257
TDWI,1003588.395355688,2536847.9544486706,939720.7292565415,4103008,0.0,-24.26421555045,-52.73206054346257
TEFFMX,38895.64263256971,194384.57187988074,24247.878390587037,4103008,0.0,-24.26421555045,-52.73206054346257
TSUM1,936598.1123993688,2164927.6118179965,409682.79977411136,4103008,0.0,-24.26421555045,-52.73206054346257
TSUM2,864225.5734821536,1458076.5404748684,836396.1117406484,4103008,0.0,-24.26421555045,-52.73206054346257
TSUMEM,49748.72019855052,112013.00362241198,7836.538807511064,4103008,0.0,-24.26421555045,-52.73206054346257
