parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,132961.6395295791,766301.7985593753,80115.55801518622,4108452,1.0,-25.6942607616,-52.07057401108168
AMAXTB014,243100.00983776414,656824.6810340225,168576.45455233165,4108452,1.0,-25.6942607616,-52.07057401108168
AMAXTB082,1935066.630170747,3744933.4900667565,1935066.630170747,4108452,1.0,-25.6942607616,-52.07057401108168
AMAXTB200,2322248.450240124,3560526.3198568444,2322248.450240124,4108452,1.0,-25.6942607616,-52.07057401108168
TMPFTB000,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
TMPFTB008,14188.499933073672,47435.76214204984,12774.038470196223,4108452,1.0,-25.6942607616,-52.07057401108168
TMPFTB020,2196095.868924875,3326232.5432557827,2196095.868924875,4108452,1.0,-25.6942607616,-52.07057401108168
TMPFTB035,1325558.8485064926,2327356.4485987364,1325558.8485064926,4108452,1.0,-25.6942607616,-52.07057401108168
TMPFTB045,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
EFFTB000,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
EFFTB040,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB000,308679.7941067144,683396.0683810775,244203.57253829602,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB021,59101.911980787816,160368.5022619844,26833.042310640416,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB029,237536.8444929522,1365969.2273938856,217483.9601988576,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB064,274197.25902837905,775910.1531639303,241620.2204433826,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB100,1199072.4253887478,2282801.614369055,1198694.3664701,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB200,356321.65917483956,868441.3103270106,356321.65917483956,4108452,1.0,-25.6942607616,-52.07057401108168
RFSETB000,156800.0122160584,309984.1290655126,-156800.0122160584,4108452,1.0,-25.6942607616,-52.07057401108168
RFSETB200,683232.99156475,1300048.1455790207,-683232.99156475,4108452,1.0,-25.6942607616,-52.07057401108168
CFET,18657.70940424188,133432.13962237057,-18357.635746887605,4108452,1.0,-25.6942607616,-52.07057401108168
CVL,144467.2480252178,313161.8499855245,136858.55870651503,4108452,1.0,-25.6942607616,-52.07057401108168
CVO,1070446.4217583793,1866766.062714149,1070446.4217583793,4108452,1.0,-25.6942607616,-52.07057401108168
CVR,28706.346947526465,97340.26617528126,25224.96707861347,4108452,1.0,-25.6942607616,-52.07057401108168
CVS,55283.99076767229,83989.68749672847,55283.99076767229,4108452,1.0,-25.6942607616,-52.07057401108168
DEPNR,25907.205404123153,103689.03158627413,25907.205404123153,4108452,1.0,-25.6942607616,-52.07057401108168
DLC,300179.11229970073,1422140.839809808,-290332.2743776305,4108452,1.0,-25.6942607616,-52.07057401108168
DLO,164668.59079245303,1021193.757625211,-156801.2063242175,4108452,1.0,-25.6942607616,-52.07057401108168
DVSEND,4014915.957510164,5236957.335099457,4014915.957510164,4108452,1.0,-25.6942607616,-52.07057401108168
DVSI,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
IAIRDU,24428.686685491084,118911.15210618658,22550.071038142534,4108452,1.0,-25.6942607616,-52.07057401108168
IDSL,954715.9717156409,3125503.379970669,-812809.4644422112,4108452,1.0,-25.6942607616,-52.07057401108168
IOX,14329.306189384508,101826.82212164154,-13677.831751666301,4108452,1.0,-25.6942607616,-52.07057401108168
PERDL,10564.809191952856,85409.24900174062,-10487.232052052062,4108452,1.0,-25.6942607616,-52.07057401108168
Q10,49101.930480738294,93879.3834156119,49101.930480738294,4108452,1.0,-25.6942607616,-52.07057401108168
RDMCR,43453.898273498184,236733.63510066608,43453.898273498184,4108452,1.0,-25.6942607616,-52.07057401108168
RDI,36500.74835032977,194426.8385226133,22539.60648204547,4108452,1.0,-25.6942607616,-52.07057401108168
RGRLAI,82100.46743791053,815417.7195951053,81025.89805215792,4108452,1.0,-25.6942607616,-52.07057401108168
RML,361106.2269936814,652794.5983410286,-361106.2269936814,4108452,1.0,-25.6942607616,-52.07057401108168
RMO,523083.2951837583,1673594.8413115214,-523083.2951837583,4108452,1.0,-25.6942607616,-52.07057401108168
RMR,156739.68488238068,382828.0533770408,-156739.68488238068,4108452,1.0,-25.6942607616,-52.07057401108168
RMS,262504.9901137552,463763.82118696626,-262504.9901137552,4108452,1.0,-25.6942607616,-52.07057401108168
RRI,86170.00010655708,318281.3317369765,85613.02926880226,4108452,1.0,-25.6942607616,-52.07057401108168
SLATB,0.0,0.0,0.0,4108452,1.0,-25.6942607616,-52.07057401108168
SPAN,1411392.0067431515,2629732.5168261905,1409557.3961626282,4108452,1.0,-25.6942607616,-52.07057401108168
TBASE,355907.71220397396,958711.9588754942,324966.88066867285,4108452,1.0,-25.6942607616,-52.07057401108168
TBASEM,67105.67320028492,173980.41616173976,-26900.256683887575,4108452,1.0,-25.6942607616,-52.07057401108168
TDWI,1210901.4744878255,3162862.96414797,1094226.434725583,4108452,1.0,-25.6942607616,-52.07057401108168
TEFFMX,19922.172328706303,61899.45895395856,450.23272802890455,4108452,1.0,-25.6942607616,-52.07057401108168
TSUM1,787591.6804124899,1944530.599231019,-177541.58130478143,4108452,1.0,-25.6942607616,-52.07057401108168
TSUM2,1590450.247475311,3785656.8774170666,1550674.8047608254,4108452,1.0,-25.6942607616,-52.07057401108168
TSUMEM,45415.55890400403,94640.65903035991,-9162.739692072486,4108452,1.0,-25.6942607616,-52.07057401108168
