parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,65944.06078184696,212091.92028792758,47326.14691664213,4114302,2.0,-25.8138159154,-49.31429792774905
AMAXTB014,288508.4522619893,769934.9185473324,250371.19676796196,4114302,2.0,-25.8138159154,-49.31429792774905
AMAXTB082,1365849.4541308053,2245380.4504953204,1365849.4541308053,4114302,2.0,-25.8138159154,-49.31429792774905
AMAXTB200,2202072.846983529,3751337.125533137,2202072.846983529,4114302,2.0,-25.8138159154,-49.31429792774905
TMPFTB000,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
TMPFTB008,64170.051176943605,212394.21939351864,59744.29030850555,4114302,2.0,-25.8138159154,-49.31429792774905
TMPFTB020,2726737.946269246,3832103.8358544377,2726737.946269246,4114302,2.0,-25.8138159154,-49.31429792774905
TMPFTB035,1047140.7083404401,2454844.926549707,1047140.7083404401,4114302,2.0,-25.8138159154,-49.31429792774905
TMPFTB045,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
EFFTB000,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
EFFTB040,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB000,507264.4533868618,1333860.0543636591,418899.7334639316,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB021,75199.30130815183,226276.6625515638,49771.87642745937,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB029,148528.88195227194,479163.91589567455,103689.05222230672,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB064,323056.0200736809,845501.110611516,279608.99160182854,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB100,1369537.5227616283,2716402.2082302067,1369537.5227616283,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB200,374881.6011942108,1235092.48501329,374881.6011942108,4114302,2.0,-25.8138159154,-49.31429792774905
RFSETB000,162238.2362525246,333218.8515607195,-162238.2362525246,4114302,2.0,-25.8138159154,-49.31429792774905
RFSETB200,699182.825917792,1333920.2689116609,-699182.825917792,4114302,2.0,-25.8138159154,-49.31429792774905
CFET,22365.773606743365,75542.99707763427,-22365.773606743365,4114302,2.0,-25.8138159154,-49.31429792774905
CVL,200309.37276912425,377791.3815218182,198613.6139963227,4114302,2.0,-25.8138159154,-49.31429792774905
CVO,920679.9538204144,2092147.6645666834,920679.9538204144,4114302,2.0,-25.8138159154,-49.31429792774905
CVR,19121.608562444526,39815.12442239728,12718.03789104559,4114302,2.0,-25.8138159154,-49.31429792774905
CVS,62435.55556544979,143886.51570686846,62435.55556544979,4114302,2.0,-25.8138159154,-49.31429792774905
DEPNR,24682.15114232405,90056.19706733165,24682.15114232405,4114302,2.0,-25.8138159154,-49.31429792774905
DLC,514170.0158144686,2468051.700799885,-441587.5283899087,4114302,2.0,-25.8138159154,-49.31429792774905
DLO,9753.828307338883,65392.8124057759,-9753.828307338883,4114302,2.0,-25.8138159154,-49.31429792774905
DVSEND,4469360.541093539,6262388.291808516,4469360.541093539,4114302,2.0,-25.8138159154,-49.31429792774905
DVSI,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
IAIRDU,1651.2695424399644,10535.358487059471,1627.0043328153647,4114302,2.0,-25.8138159154,-49.31429792774905
IDSL,978535.0153372571,3411780.9640798536,-947154.0998886231,4114302,2.0,-25.8138159154,-49.31429792774905
IOX,1693.6114957445131,13097.76651601986,-1454.2567498373119,4114302,2.0,-25.8138159154,-49.31429792774905
PERDL,1015.8854833749458,6388.201663579212,-989.5304700565207,4114302,2.0,-25.8138159154,-49.31429792774905
Q10,56998.063713895215,135063.8681297311,56998.063713895215,4114302,2.0,-25.8138159154,-49.31429792774905
RDMCR,2873.2480692871522,18390.635003045383,2873.2480692871522,4114302,2.0,-25.8138159154,-49.31429792774905
RDI,166483.21983917113,867424.1925287799,166149.98340383088,4114302,2.0,-25.8138159154,-49.31429792774905
RGRLAI,3875.351522592167,24734.087217072563,2845.372796196,4114302,2.0,-25.8138159154,-49.31429792774905
RML,475450.5893599195,810602.8737797899,-475450.5893599195,4114302,2.0,-25.8138159154,-49.31429792774905
RMO,330141.99840428587,878595.313386243,-330141.99840428587,4114302,2.0,-25.8138159154,-49.31429792774905
RMR,141626.6415297349,322222.7881399333,-141626.6415297349,4114302,2.0,-25.8138159154,-49.31429792774905
RMS,281329.54554300674,554187.766327744,-281329.54554300674,4114302,2.0,-25.8138159154,-49.31429792774905
RRI,138678.89687482658,694451.7635909291,138678.89687482658,4114302,2.0,-25.8138159154,-49.31429792774905
SLATB,0.0,0.0,0.0,4114302,2.0,-25.8138159154,-49.31429792774905
SPAN,758273.2643431849,1769661.4753637854,756224.9444005302,4114302,2.0,-25.8138159154,-49.31429792774905
TBASE,441322.2981416339,1335600.9539934702,438109.4770409643,4114302,2.0,-25.8138159154,-49.31429792774905
TBASEM,108777.88303000222,267728.2434800242,-27915.522292656402,4114302,2.0,-25.8138159154,-49.31429792774905
TDWI,854632.0589614962,2281778.8770909007,808806.1426875964,4114302,2.0,-25.8138159154,-49.31429792774905
TEFFMX,13392.16172283634,49405.96061331128,2046.410407130197,4114302,2.0,-25.8138159154,-49.31429792774905
TSUM1,932861.3118155339,2098557.0360598736,-236349.90501588755,4114302,2.0,-25.8138159154,-49.31429792774905
TSUM2,927278.5754828757,1730111.7945364146,878254.5317420977,4114302,2.0,-25.8138159154,-49.31429792774905
TSUMEM,57882.21085484399,147555.08136853695,-15435.167290349314,4114302,2.0,-25.8138159154,-49.31429792774905
