parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,79717.56774731356,331283.9948171445,33046.43552332988,4125803,0.0,-23.82916666965,-51.88274399804302
AMAXTB014,249241.67122393352,646292.568243606,194888.12270743225,4125803,0.0,-23.82916666965,-51.88274399804302
AMAXTB082,1876393.4514182096,3481120.0899994164,1876393.4514182096,4125803,0.0,-23.82916666965,-51.88274399804302
AMAXTB200,1733051.1898624809,3115386.889553383,1733051.1898624809,4125803,0.0,-23.82916666965,-51.88274399804302
TMPFTB000,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
TMPFTB008,997.2967585157062,2466.535174825536,686.2684784502522,4125803,0.0,-23.82916666965,-51.88274399804302
TMPFTB020,982979.6257863371,1674369.52993421,982979.6257863371,4125803,0.0,-23.82916666965,-51.88274399804302
TMPFTB035,1982299.6052202815,3336592.0660995618,1982299.6052202815,4125803,0.0,-23.82916666965,-51.88274399804302
TMPFTB045,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
EFFTB000,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
EFFTB040,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB000,334794.43949920684,830966.9949436059,282562.73791178456,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB021,54402.62934159601,225252.5791277028,31712.42172389286,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB029,95700.00642156281,273838.81616023846,76873.6673279202,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB064,271341.9854415133,909239.6002336377,256452.33142560432,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB100,1247940.3399206356,2455600.2783022327,1247940.3399206356,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB200,252446.33321133853,615624.9191952555,252446.33321133853,4125803,0.0,-23.82916666965,-51.88274399804302
RFSETB000,159988.08490408154,300675.72321510623,-159988.08490408154,4125803,0.0,-23.82916666965,-51.88274399804302
RFSETB200,570264.1080979017,1334217.5889523793,-570264.1080979017,4125803,0.0,-23.82916666965,-51.88274399804302
CFET,11801.193779400572,91969.80695607455,-10860.586271711274,4125803,0.0,-23.82916666965,-51.88274399804302
CVL,127969.84667640392,237004.30084119728,125382.30725483962,4125803,0.0,-23.82916666965,-51.88274399804302
CVO,666057.8086429463,1422345.8761201692,666057.8086429463,4125803,0.0,-23.82916666965,-51.88274399804302
CVR,30063.750586610287,94068.42500750869,27649.43806216307,4125803,0.0,-23.82916666965,-51.88274399804302
CVS,61599.7981011311,125102.78691330287,61061.915095107,4125803,0.0,-23.82916666965,-51.88274399804302
DEPNR,1782.7933657847411,16099.886624679866,1762.8239609001084,4125803,0.0,-23.82916666965,-51.88274399804302
DLC,362221.3109136131,1449738.0012356313,-362221.3109136131,4125803,0.0,-23.82916666965,-51.88274399804302
DLO,104539.41875758432,842855.1132603306,-82651.86306595498,4125803,0.0,-23.82916666965,-51.88274399804302
DVSEND,2937047.4257848267,4401444.8411293365,2937047.4257848267,4125803,0.0,-23.82916666965,-51.88274399804302
DVSI,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
IAIRDU,49357.616206166094,266385.8639542603,48936.61024004456,4125803,0.0,-23.82916666965,-51.88274399804302
IDSL,803108.7491205592,2596846.1851016874,-663668.6789689363,4125803,0.0,-23.82916666965,-51.88274399804302
IOX,13476.533727170478,84403.56204407319,-13326.308016671037,4125803,0.0,-23.82916666965,-51.88274399804302
PERDL,28417.46455514743,267214.63051496336,-27699.623730230007,4125803,0.0,-23.82916666965,-51.88274399804302
Q10,27624.545589821508,75543.83242424206,-27277.25871939934,4125803,0.0,-23.82916666965,-51.88274399804302
RDMCR,2966.0796653488956,29660.796653488953,2966.0796653488956,4125803,0.0,-23.82916666965,-51.88274399804302
RDI,28051.086578638337,163642.360411611,-428.89906141242915,4125803,0.0,-23.82916666965,-51.88274399804302
RGRLAI,16949.702155884224,161069.4949676856,16637.912140157496,4125803,0.0,-23.82916666965,-51.88274399804302
RML,305662.56871374435,576374.7918326781,-305662.56871374435,4125803,0.0,-23.82916666965,-51.88274399804302
RMO,396475.0966300692,1212797.5995913392,-396475.0966300692,4125803,0.0,-23.82916666965,-51.88274399804302
RMR,116533.84586502315,308689.6435847128,-116533.84586502315,4125803,0.0,-23.82916666965,-51.88274399804302
RMS,173012.76228403978,317524.1584774031,-173012.76228403978,4125803,0.0,-23.82916666965,-51.88274399804302
RRI,23536.774440390393,150854.9793047297,23092.45085118616,4125803,0.0,-23.82916666965,-51.88274399804302
SLATB,0.0,0.0,0.0,4125803,0.0,-23.82916666965,-51.88274399804302
SPAN,1006445.2720305588,2030687.2396582228,1006222.0573492647,4125803,0.0,-23.82916666965,-51.88274399804302
TBASE,158960.38837014616,471981.7277294029,136351.11148145105,4125803,0.0,-23.82916666965,-51.88274399804302
TBASEM,65696.58538613883,176055.2014849509,14826.629767258828,4125803,0.0,-23.82916666965,-51.88274399804302
TDWI,1224819.479971431,3376589.1429674276,1162425.362598985,4125803,0.0,-23.82916666965,-51.88274399804302
TEFFMX,45493.97481958173,123525.79692085771,-793.6806783845468,4125803,0.0,-23.82916666965,-51.88274399804302
TSUM1,559473.933992212,1385516.2389209138,56040.918874848765,4125803,0.0,-23.82916666965,-51.88274399804302
TSUM2,1115777.8178103166,2287976.2872619187,1084616.5744960615,4125803,0.0,-23.82916666965,-51.88274399804302
TSUMEM,35673.144093016366,89073.17955544354,6839.508013076766,4125803,0.0,-23.82916666965,-51.88274399804302
