parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,143900.5005041862,896922.9658166285,96531.84934487635,4121505,2.0,-25.66850516085,-50.57893845773436
AMAXTB014,236880.35840368722,623985.4801185552,171220.53303822994,4121505,2.0,-25.66850516085,-50.57893845773436
AMAXTB082,2059531.856207835,4036570.5923066954,2059531.856207835,4121505,2.0,-25.66850516085,-50.57893845773436
AMAXTB200,2474572.1492062393,3815121.671224208,2474572.1492062393,4121505,2.0,-25.66850516085,-50.57893845773436
TMPFTB000,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
TMPFTB008,36391.533439229555,91910.19687049734,33145.51950592579,4121505,2.0,-25.66850516085,-50.57893845773436
TMPFTB020,2340742.980812888,3624817.7808403196,2340742.980812888,4121505,2.0,-25.66850516085,-50.57893845773436
TMPFTB035,1378036.4164722168,2443726.5041296207,1378036.4164722168,4121505,2.0,-25.66850516085,-50.57893845773436
TMPFTB045,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
EFFTB000,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
EFFTB040,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB000,320150.138514255,727070.97677691,259078.06230210979,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB021,57703.10440362564,152003.19089526217,25804.118520747135,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB029,247855.76658856336,1479995.7031964473,228722.51910977188,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB064,290576.80819290446,848208.2533055466,258735.78383449736,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB100,1271727.4933185147,2442532.624942022,1270758.2008919858,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB200,370808.7870810083,894242.5545638192,370808.7870810083,4121505,2.0,-25.66850516085,-50.57893845773436
RFSETB000,174681.60554938193,383711.15301559336,-174681.60554938193,4121505,2.0,-25.66850516085,-50.57893845773436
RFSETB200,704223.0423237303,1349976.9866111008,-704223.0423237303,4121505,2.0,-25.66850516085,-50.57893845773436
CFET,34111.581202702735,252392.07146112047,-33996.61246904176,4121505,2.0,-25.66850516085,-50.57893845773436
CVL,148934.1193132051,324329.57316955517,141329.03617212106,4121505,2.0,-25.66850516085,-50.57893845773436
CVO,1135783.6069468237,2014657.4049533776,1135783.6069468237,4121505,2.0,-25.66850516085,-50.57893845773436
CVR,30026.81608796005,106641.85339791347,26855.27754379308,4121505,2.0,-25.66850516085,-50.57893845773436
CVS,58508.65993985774,88224.63809580395,58508.65993985774,4121505,2.0,-25.66850516085,-50.57893845773436
DEPNR,24132.63627532247,104344.05041697924,24132.63627532247,4121505,2.0,-25.66850516085,-50.57893845773436
DLC,290556.9634045534,1444266.0222131445,-285810.9605937574,4121505,2.0,-25.66850516085,-50.57893845773436
DLO,177831.56166514498,1128759.343018047,-164439.21872007503,4121505,2.0,-25.66850516085,-50.57893845773436
DVSEND,4292158.532290837,5657093.770602762,4292158.532290837,4121505,2.0,-25.66850516085,-50.57893845773436
DVSI,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
IAIRDU,20170.46643353764,98573.3710508353,17352.374856675393,4121505,2.0,-25.66850516085,-50.57893845773436
IDSL,987191.4536275617,3292177.2626233944,-828390.5699795249,4121505,2.0,-25.66850516085,-50.57893845773436
IOX,12154.02966862219,84509.46999670708,-11516.970459775957,4121505,2.0,-25.66850516085,-50.57893845773436
PERDL,10630.330912662048,82751.74972022221,-10537.541972759313,4121505,2.0,-25.66850516085,-50.57893845773436
Q10,56894.05845555868,110798.24447648134,56894.05845555868,4121505,2.0,-25.66850516085,-50.57893845773436
RDMCR,33848.14529881493,199558.29371899448,33848.14529881493,4121505,2.0,-25.66850516085,-50.57893845773436
RDI,41717.439293803276,226946.84789219598,26008.209882275034,4121505,2.0,-25.66850516085,-50.57893845773436
RGRLAI,84938.6357588817,844113.266370648,83949.83587461279,4121505,2.0,-25.66850516085,-50.57893845773436
RML,370285.96307616716,654985.0127436611,-370285.96307616716,4121505,2.0,-25.66850516085,-50.57893845773436
RMO,544775.8878532934,1747709.3457339443,-544775.8878532934,4121505,2.0,-25.66850516085,-50.57893845773436
RMR,154663.36694223687,373277.6634828293,-154663.36694223687,4121505,2.0,-25.66850516085,-50.57893845773436
RMS,263213.3644533644,463643.1974276525,-263213.3644533644,4121505,2.0,-25.66850516085,-50.57893845773436
RRI,82907.7956816632,314570.75824822846,82710.62260147138,4121505,2.0,-25.66850516085,-50.57893845773436
SLATB,0.0,0.0,0.0,4121505,2.0,-25.66850516085,-50.57893845773436
SPAN,1476470.3082302646,2777706.16845144,1474621.0974802345,4121505,2.0,-25.66850516085,-50.57893845773436
TBASE,381767.75073538616,1038685.1103904692,345534.3238305538,4121505,2.0,-25.66850516085,-50.57893845773436
TBASEM,77186.4896945939,190592.10047509134,-31654.227915169457,4121505,2.0,-25.66850516085,-50.57893845773436
TDWI,1308059.0431125811,3499836.9743703627,1197066.3437786058,4121505,2.0,-25.66850516085,-50.57893845773436
TEFFMX,16982.7455883388,52819.45387341506,-3044.0849087809315,4121505,2.0,-25.66850516085,-50.57893845773436
TSUM1,807425.0756179142,2079564.0573968214,-79200.54801772341,4121505,2.0,-25.66850516085,-50.57893845773436
TSUM2,1737043.8099208612,4084974.5814106334,1692560.6067658053,4121505,2.0,-25.66850516085,-50.57893845773436
TSUMEM,44433.6896176788,94678.80825935496,-14425.56656363992,4121505,2.0,-25.66850516085,-50.57893845773436
