parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,54272.72332720891,150595.282458011,40758.40074751744,4122909,0.0,-23.6210536464,-49.70369588579973
AMAXTB014,305042.73327625095,829245.1305580982,261193.49965502255,4122909,0.0,-23.6210536464,-49.70369588579973
AMAXTB082,1503170.0162029362,2880449.9386164877,1503170.0162029362,4122909,0.0,-23.6210536464,-49.70369588579973
AMAXTB200,2143404.79539135,3886660.080347211,2143404.79539135,4122909,0.0,-23.6210536464,-49.70369588579973
TMPFTB000,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
TMPFTB008,790.5489065103247,4097.838191038109,725.7445790647613,4122909,0.0,-23.6210536464,-49.70369588579973
TMPFTB020,2022110.4962497575,3178104.365668281,2022110.4962497575,4122909,0.0,-23.6210536464,-49.70369588579973
TMPFTB035,1772433.5028365008,4172653.3088817513,1772433.5028365008,4122909,0.0,-23.6210536464,-49.70369588579973
TMPFTB045,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
EFFTB000,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
EFFTB040,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB000,592157.9492310836,1433825.4186016207,506103.3234908413,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB021,74237.07112628213,264929.19310939324,52622.59007028481,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB029,143650.82378864713,399657.1674281253,104988.7797493394,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB064,300380.3611729956,781611.1436826903,268853.01885608595,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB100,1420245.6276739254,2622257.3708025054,1420245.6276739254,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB200,350258.8834341644,1105003.4161998576,350258.8834341644,4122909,0.0,-23.6210536464,-49.70369588579973
RFSETB000,190349.72650780488,422262.99173400144,-190349.72650780488,4122909,0.0,-23.6210536464,-49.70369588579973
RFSETB200,671711.9813880534,1274974.1614181842,-671711.9813880534,4122909,0.0,-23.6210536464,-49.70369588579973
CFET,46182.34719473865,205345.32257371623,-46182.34719473865,4122909,0.0,-23.6210536464,-49.70369588579973
CVL,213044.2791310195,457836.29445918655,210383.64048694502,4122909,0.0,-23.6210536464,-49.70369588579973
CVO,866264.2863397575,1988713.4940586349,866264.2863397575,4122909,0.0,-23.6210536464,-49.70369588579973
CVR,18266.086881872525,36623.748974325514,10740.004957681846,4122909,0.0,-23.6210536464,-49.70369588579973
CVS,54881.15690679921,124761.75376777422,54881.15690679921,4122909,0.0,-23.6210536464,-49.70369588579973
DEPNR,55272.80716226815,239030.43782896898,55272.80716226815,4122909,0.0,-23.6210536464,-49.70369588579973
DLC,477706.1504058659,2208895.772059462,-415127.57690016396,4122909,0.0,-23.6210536464,-49.70369588579973
DLO,7600.337305746057,48804.8000318852,-6988.769365645784,4122909,0.0,-23.6210536464,-49.70369588579973
DVSEND,4210637.856996358,5956661.687545329,4210637.856996358,4122909,0.0,-23.6210536464,-49.70369588579973
DVSI,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
IAIRDU,6356.74537018941,37273.39656519947,6354.87747710285,4122909,0.0,-23.6210536464,-49.70369588579973
IDSL,882605.9786408858,3128355.276415205,-774862.3796537275,4122909,0.0,-23.6210536464,-49.70369588579973
IOX,13100.672494707133,67168.67817137815,-13100.672494707133,4122909,0.0,-23.6210536464,-49.70369588579973
PERDL,3031.8499742342856,15517.131696847762,-3031.8499742342856,4122909,0.0,-23.6210536464,-49.70369588579973
Q10,16828.986901879598,48582.736359475675,15840.287585744121,4122909,0.0,-23.6210536464,-49.70369588579973
RDMCR,2138.8787134688982,12846.949446426821,2138.8787134688982,4122909,0.0,-23.6210536464,-49.70369588579973
RDI,111679.65439728454,512609.669055696,109998.31047176116,4122909,0.0,-23.6210536464,-49.70369588579973
RGRLAI,1302.4963088983995,8440.008952760256,28.747783562180192,4122909,0.0,-23.6210536464,-49.70369588579973
RML,482752.32298330136,837082.7341983259,-482752.32298330136,4122909,0.0,-23.6210536464,-49.70369588579973
RMO,293133.45279718976,796749.890907435,-293133.45279718976,4122909,0.0,-23.6210536464,-49.70369588579973
RMR,223771.36684947956,608265.489498319,-223771.36684947956,4122909,0.0,-23.6210536464,-49.70369588579973
RMS,304815.67284802,606380.1478175347,-304815.67284802,4122909,0.0,-23.6210536464,-49.70369588579973
RRI,118925.42728992317,494815.780064056,118925.42728992317,4122909,0.0,-23.6210536464,-49.70369588579973
SLATB,0.0,0.0,0.0,4122909,0.0,-23.6210536464,-49.70369588579973
SPAN,695805.2011226754,1527227.7032261929,694322.3631947286,4122909,0.0,-23.6210536464,-49.70369588579973
TBASE,347004.7073627787,1026024.0434191693,344989.17605717835,4122909,0.0,-23.6210536464,-49.70369588579973
TBASEM,81332.72324107734,162090.7289951178,10829.774955967174,4122909,0.0,-23.6210536464,-49.70369588579973
TDWI,1039140.596779546,2607703.8794621215,974147.3913651704,4122909,0.0,-23.6210536464,-49.70369588579973
TEFFMX,21726.98053294316,64840.97637217063,8291.516901552555,4122909,0.0,-23.6210536464,-49.70369588579973
TSUM1,726393.379632029,1697340.0635941322,-69596.86326535902,4122909,0.0,-23.6210536464,-49.70369588579973
TSUM2,934598.1749515259,1937300.1524736688,911696.4294729031,4122909,0.0,-23.6210536464,-49.70369588579973
TSUMEM,50625.95636307515,145770.90676053514,-7190.687364530803,4122909,0.0,-23.6210536464,-49.70369588579973
