parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,45876.7541250043,115520.80865832331,35209.7137464842,4127809,0.0,-23.7206139307,-49.93218988999835
AMAXTB014,290728.67024918424,849106.7433436404,251093.44217248817,4127809,0.0,-23.7206139307,-49.93218988999835
AMAXTB082,1461100.8000475806,2803466.359996264,1461100.8000475806,4127809,0.0,-23.7206139307,-49.93218988999835
AMAXTB200,1982697.3922019592,3777663.553468419,1982697.3922019592,4127809,0.0,-23.7206139307,-49.93218988999835
TMPFTB000,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
TMPFTB008,500.9352584614651,2602.4388328786167,466.50597449882645,4127809,0.0,-23.7206139307,-49.93218988999835
TMPFTB020,1739608.0855723121,2952617.9531898564,1739608.0855723121,4127809,0.0,-23.7206139307,-49.93218988999835
TMPFTB035,1839211.7645821255,4161543.3546534297,1839211.7645821255,4127809,0.0,-23.7206139307,-49.93218988999835
TMPFTB045,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
EFFTB000,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
EFFTB040,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB000,620316.1356879267,1537551.354180149,541258.8392821222,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB021,65231.49054823287,217600.13797891696,46703.25413701175,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB029,150358.4372326279,463048.90656290256,117441.2025873914,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB064,304708.78797586577,714673.2804011989,274120.5544200272,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB100,1335714.4483182034,2326248.5240591536,1335714.4483182034,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB200,339059.20350398595,1142163.86160671,339059.20350398595,4127809,0.0,-23.7206139307,-49.93218988999835
RFSETB000,200285.50902844145,570094.328807133,-200285.50902844145,4127809,0.0,-23.7206139307,-49.93218988999835
RFSETB200,637129.4863516634,1228376.1030517253,-637129.4863516634,4127809,0.0,-23.7206139307,-49.93218988999835
CFET,64571.273039683256,365371.9908754179,-63917.28690371562,4127809,0.0,-23.7206139307,-49.93218988999835
CVL,206546.77306399777,439797.7154177708,203874.18368005208,4127809,0.0,-23.7206139307,-49.93218988999835
CVO,820289.9735995508,1902741.9397202954,820289.9735995508,4127809,0.0,-23.7206139307,-49.93218988999835
CVR,17962.315497355554,36907.2697193205,10011.336859827785,4127809,0.0,-23.7206139307,-49.93218988999835
CVS,52157.80292666941,119974.55424489918,52157.80292666941,4127809,0.0,-23.7206139307,-49.93218988999835
DEPNR,54678.91632611388,249243.4868874044,54678.91632611388,4127809,0.0,-23.7206139307,-49.93218988999835
DLC,429015.17379716097,2058054.2704090865,-374750.35314293415,4127809,0.0,-23.7206139307,-49.93218988999835
DLO,5817.625908181459,48912.784084845356,-5214.026414170788,4127809,0.0,-23.7206139307,-49.93218988999835
DVSEND,3913227.937506032,5587983.0318824975,3913227.937506032,4127809,0.0,-23.7206139307,-49.93218988999835
DVSI,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
IAIRDU,10779.841632695827,56844.87115468559,10775.147721796347,4127809,0.0,-23.7206139307,-49.93218988999835
IDSL,798296.6123324457,2879118.6849838807,-702742.9085903895,4127809,0.0,-23.7206139307,-49.93218988999835
IOX,20826.96430447558,105716.16021632675,-20826.96430447558,4127809,0.0,-23.7206139307,-49.93218988999835
PERDL,4348.401611394043,20801.70899535422,-4348.401611394043,4127809,0.0,-23.7206139307,-49.93218988999835
Q10,10311.320216665936,31653.350643081132,1784.4794976901012,4127809,0.0,-23.7206139307,-49.93218988999835
RDMCR,3261.667115191154,22113.48092292122,3261.667115191154,4127809,0.0,-23.7206139307,-49.93218988999835
RDI,79103.58673899439,352036.10867682425,79073.88135694015,4127809,0.0,-23.7206139307,-49.93218988999835
RGRLAI,1553.8053068619074,8844.690037393766,358.0922654259663,4127809,0.0,-23.7206139307,-49.93218988999835
RML,432370.0987606814,679082.1255608024,-432370.0987606814,4127809,0.0,-23.7206139307,-49.93218988999835
RMO,272897.02021923655,753662.8595206903,-272897.02021923655,4127809,0.0,-23.7206139307,-49.93218988999835
RMR,229582.825644857,652769.8870622294,-229582.825644857,4127809,0.0,-23.7206139307,-49.93218988999835
RMS,292696.7198515921,575078.2341257023,-292696.7198515921,4127809,0.0,-23.7206139307,-49.93218988999835
RRI,110908.01350536209,411436.90246459225,110864.51243342574,4127809,0.0,-23.7206139307,-49.93218988999835
SLATB,0.0,0.0,0.0,4127809,0.0,-23.7206139307,-49.93218988999835
SPAN,667144.2027113194,1448466.0940951265,665530.1388733786,4127809,0.0,-23.7206139307,-49.93218988999835
TBASE,296602.17618446634,872912.5219634286,294796.1018466092,4127809,0.0,-23.7206139307,-49.93218988999835
TBASEM,88523.9768218546,194954.64267887644,-7254.531317483578,4127809,0.0,-23.7206139307,-49.93218988999835
TDWI,1052818.5336130946,2621104.1013049274,1004026.7266385038,4127809,0.0,-23.7206139307,-49.93218988999835
TEFFMX,20221.92819805482,49724.387354339306,-2240.1857816797747,4127809,0.0,-23.7206139307,-49.93218988999835
TSUM1,601903.9654606663,1493174.3120804278,22173.353990219282,4127809,0.0,-23.7206139307,-49.93218988999835
TSUM2,899666.642171493,1895505.792720728,875029.4218207194,4127809,0.0,-23.7206139307,-49.93218988999835
TSUMEM,48773.559312913865,121120.2740097035,7512.647037581281,4127809,0.0,-23.7206139307,-49.93218988999835
