parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,38343.25357247965,96040.97955208132,22165.46035254725,4101051,3.0,-24.6390796333,-53.14182364075852
AMAXTB014,254755.39541098487,764483.9765685484,176147.8053301957,4101051,3.0,-24.6390796333,-53.14182364075852
AMAXTB082,1359493.924276988,2299113.1536412765,1359493.924276988,4101051,3.0,-24.6390796333,-53.14182364075852
AMAXTB200,1759340.3231830809,2905393.0670877937,1759340.3231830809,4101051,3.0,-24.6390796333,-53.14182364075852
TMPFTB000,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
TMPFTB008,1722.8099524371823,4744.084332791257,949.512790110941,4101051,3.0,-24.6390796333,-53.14182364075852
TMPFTB020,1348877.0781091086,2278078.661194109,1348877.0781091086,4101051,3.0,-24.6390796333,-53.14182364075852
TMPFTB035,1425939.8386707893,2769321.187880698,1425939.8386707893,4101051,3.0,-24.6390796333,-53.14182364075852
TMPFTB045,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
EFFTB000,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
EFFTB040,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB000,694099.7210711588,1767296.0941309799,594325.6290834252,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB021,76493.99631500558,169797.49862779296,49820.34405835174,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB029,140129.28106590424,377655.37408636947,111348.92458445061,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB064,243146.16063988372,928718.1665290247,216116.25040961546,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB100,1405095.6301006644,2809235.508896312,1405095.6301006644,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB200,358837.36399861285,1184874.872492732,358837.36399861285,4101051,3.0,-24.6390796333,-53.14182364075852
RFSETB000,144794.4509115536,277515.84919133637,-144794.4509115536,4101051,3.0,-24.6390796333,-53.14182364075852
RFSETB200,457181.3950268264,894040.3454182065,-457181.3950268264,4101051,3.0,-24.6390796333,-53.14182364075852
CFET,7861.171393680593,45755.84143331887,-5955.265071031646,4101051,3.0,-24.6390796333,-53.14182364075852
CVL,163687.30307167338,355670.3485976123,162988.6736567277,4101051,3.0,-24.6390796333,-53.14182364075852
CVO,906574.2138436958,1658850.6193101222,906574.2138436958,4101051,3.0,-24.6390796333,-53.14182364075852
CVR,9201.572547782194,22047.974736227716,5351.936432835281,4101051,3.0,-24.6390796333,-53.14182364075852
CVS,67430.56065062985,142479.12549474768,67430.56065062985,4101051,3.0,-24.6390796333,-53.14182364075852
DEPNR,13689.392605061288,75118.56254511076,11215.87553684158,4101051,3.0,-24.6390796333,-53.14182364075852
DLC,342826.59091474535,1426396.7255717413,-32037.733647369583,4101051,3.0,-24.6390796333,-53.14182364075852
DLO,21300.784063695384,91806.1075485036,1199.01275653205,4101051,3.0,-24.6390796333,-53.14182364075852
DVSEND,3774454.51153928,4859800.405176998,3774454.51153928,4101051,3.0,-24.6390796333,-53.14182364075852
DVSI,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
IAIRDU,26039.412618583978,156080.07877248075,22992.43375010617,4101051,3.0,-24.6390796333,-53.14182364075852
IDSL,639369.2582609939,2695905.8227454745,-583731.2458583536,4101051,3.0,-24.6390796333,-53.14182364075852
IOX,18770.50605093256,146408.8194403067,-17831.72623678826,4101051,3.0,-24.6390796333,-53.14182364075852
PERDL,7964.183809502843,39304.38508025231,-6028.486285663384,4101051,3.0,-24.6390796333,-53.14182364075852
Q10,14810.779843284448,40159.29926735126,-12231.005247339432,4101051,3.0,-24.6390796333,-53.14182364075852
RDMCR,30810.002479363648,169311.16495690125,30810.002479363648,4101051,3.0,-24.6390796333,-53.14182364075852
RDI,28396.383361706223,119398.11267652093,27350.959448687536,4101051,3.0,-24.6390796333,-53.14182364075852
RGRLAI,3163.6001150462275,16915.93817925782,312.50781373506993,4101051,3.0,-24.6390796333,-53.14182364075852
RML,344644.1226705675,527099.8048585007,-344644.1226705675,4101051,3.0,-24.6390796333,-53.14182364075852
RMO,383589.51537433953,990457.440331579,-383589.51537433953,4101051,3.0,-24.6390796333,-53.14182364075852
RMR,115966.6903592174,199899.02624356968,-115966.6903592174,4101051,3.0,-24.6390796333,-53.14182364075852
RMS,230326.27509914667,454589.0117047069,-230326.27509914667,4101051,3.0,-24.6390796333,-53.14182364075852
RRI,40815.82865034848,178144.9456556522,39846.23072003818,4101051,3.0,-24.6390796333,-53.14182364075852
SLATB,0.0,0.0,0.0,4101051,3.0,-24.6390796333,-53.14182364075852
SPAN,1075339.240535418,2376851.433571833,1074652.9409302068,4101051,3.0,-24.6390796333,-53.14182364075852
TBASE,320605.2845375568,723113.7713716934,295433.14699451195,4101051,3.0,-24.6390796333,-53.14182364075852
TBASEM,50139.51325640914,103913.82403702852,-8577.24673697206,4101051,3.0,-24.6390796333,-53.14182364075852
TDWI,991096.5863102041,2445547.111358265,926805.6248796147,4101051,3.0,-24.6390796333,-53.14182364075852
TEFFMX,38855.38071943005,125486.09917553552,23064.77879096729,4101051,3.0,-24.6390796333,-53.14182364075852
TSUM1,894230.8148176629,2070821.9313115098,605491.6222342937,4101051,3.0,-24.6390796333,-53.14182364075852
TSUM2,810238.0881813606,1455638.2327815138,795681.4319003012,4101051,3.0,-24.6390796333,-53.14182364075852
TSUMEM,43838.87817975071,92750.64441308088,-12314.108450812104,4101051,3.0,-24.6390796333,-53.14182364075852
