parameter,mu_star,sigma,mu,point_id,cluster_id,latitude,longitude
AMAXTB000,32419.44461420795,80646.90949204138,20790.046203121947,4122404,0.0,-23.2825532884,-51.42677598355831
AMAXTB014,271230.80407732143,822453.1262552856,186369.50530633086,4122404,0.0,-23.2825532884,-51.42677598355831
AMAXTB082,1497192.0004179871,2467229.428346908,1497192.0004179871,4122404,0.0,-23.2825532884,-51.42677598355831
AMAXTB200,2038290.3448267449,3314119.083766138,2038290.3448267449,4122404,0.0,-23.2825532884,-51.42677598355831
TMPFTB000,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
TMPFTB008,888.9037575727912,2556.3969427242773,494.6284870069222,4122404,0.0,-23.2825532884,-51.42677598355831
TMPFTB020,1544598.3849031471,2591041.021344393,1544598.3849031471,4122404,0.0,-23.2825532884,-51.42677598355831
TMPFTB035,1555911.4952285201,2945877.83591539,1555911.4952285201,4122404,0.0,-23.2825532884,-51.42677598355831
TMPFTB045,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
EFFTB000,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
EFFTB040,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB000,696824.5470040988,1913847.395102351,587298.039838052,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB021,81439.33156072098,178864.01917592357,51303.92358704908,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB029,154743.28361013014,417304.95861079247,123282.78081197213,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB064,234050.43397122744,823083.5445211654,204074.99747517813,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB100,1484955.5254899568,3001980.2553085247,1484955.5254899568,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB200,392499.3732528927,1373473.3437004467,392499.3732528927,4122404,0.0,-23.2825532884,-51.42677598355831
RFSETB000,160864.99590524394,394365.4302260597,-160864.99590524394,4122404,0.0,-23.2825532884,-51.42677598355831
RFSETB200,488613.75510126457,935005.1625172895,-488613.75510126457,4122404,0.0,-23.2825532884,-51.42677598355831
CFET,5435.331865205732,31945.199038249095,-5155.61082585038,4122404,0.0,-23.2825532884,-51.42677598355831
CVL,163037.46937391843,363230.7297399632,163037.46937391843,4122404,0.0,-23.2825532884,-51.42677598355831
CVO,880747.0141699249,1685259.9179146492,880747.0141699249,4122404,0.0,-23.2825532884,-51.42677598355831
CVR,9400.707561501511,23117.32397809534,5547.717024067233,4122404,0.0,-23.2825532884,-51.42677598355831
CVS,78328.06437200736,186543.00198384028,78328.06275331962,4122404,0.0,-23.2825532884,-51.42677598355831
DEPNR,13415.007836463885,70889.66464929555,12853.74695163116,4122404,0.0,-23.2825532884,-51.42677598355831
DLC,656757.5766653516,2901450.122689438,-656757.5766653516,4122404,0.0,-23.2825532884,-51.42677598355831
DLO,20921.03583237822,86289.19058967826,1686.1052113200433,4122404,0.0,-23.2825532884,-51.42677598355831
DVSEND,4022617.2981209964,5233024.301957902,4022617.2981209964,4122404,0.0,-23.2825532884,-51.42677598355831
DVSI,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
IAIRDU,68545.66619749666,352372.7349043658,67749.7991022378,4122404,0.0,-23.2825532884,-51.42677598355831
IDSL,826855.3729811419,3225992.629111088,-813371.2326260394,4122404,0.0,-23.2825532884,-51.42677598355831
IOX,41921.92533793397,248825.20981793228,-41438.48958896199,4122404,0.0,-23.2825532884,-51.42677598355831
PERDL,8470.273816992192,40025.05086892313,-6229.906620519588,4122404,0.0,-23.2825532884,-51.42677598355831
Q10,10223.536251408128,26719.177668208726,-7226.945342177807,4122404,0.0,-23.2825532884,-51.42677598355831
RDMCR,11594.815864965418,71674.46145729635,8476.31084444419,4122404,0.0,-23.2825532884,-51.42677598355831
RDI,17405.564245164533,91546.44860630999,16674.569486107495,4122404,0.0,-23.2825532884,-51.42677598355831
RGRLAI,3693.8188481766556,17912.217957444416,-503.5990996167797,4122404,0.0,-23.2825532884,-51.42677598355831
RML,348689.9618230053,536373.1551222156,-348689.9618230053,4122404,0.0,-23.2825532884,-51.42677598355831
RMO,414482.3176544046,1064875.2543204157,-414482.3176544046,4122404,0.0,-23.2825532884,-51.42677598355831
RMR,119298.80925295215,216413.11938631194,-119298.80925295215,4122404,0.0,-23.2825532884,-51.42677598355831
RMS,245426.29904884304,496146.07325465966,-245426.29904884304,4122404,0.0,-23.2825532884,-51.42677598355831
RRI,44719.46050946405,205163.6519306986,44098.65207937412,4122404,0.0,-23.2825532884,-51.42677598355831
SLATB,0.0,0.0,0.0,4122404,0.0,-23.2825532884,-51.42677598355831
SPAN,1190591.3805639113,2584533.826260806,1189716.6401048834,4122404,0.0,-23.2825532884,-51.42677598355831
TBASE,353504.11995334266,821822.2597563546,327358.68051681144,4122404,0.0,-23.2825532884,-51.42677598355831
TBASEM,44010.201168962376,82193.84242212088,-22332.31941455933,4122404,0.0,-23.2825532884,-51.42677598355831
TDWI,1061141.6085004203,2687787.6044975882,1003479.1528877199,4122404,0.0,-23.2825532884,-51.42677598355831
TEFFMX,56057.321373896295,186871.93993002645,13513.202350884261,4122404,0.0,-23.2825532884,-51.42677598355831
TSUM1,895815.5241142351,2148980.8435086375,588996.192544722,4122404,0.0,-23.2825532884,-51.42677598355831
TSUM2,875283.278460875,1594934.1035678042,857097.9120968641,4122404,0.0,-23.2825532884,-51.42677598355831
TSUMEM,44307.738640104864,92334.222277521,-21743.757780045285,4122404,0.0,-23.2825532884,-51.42677598355831
